trip_id,trip_start_timestamp,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location,the_geom
393de29bdaa52c34bc6e84e82ea35a47b950d625,2021-01-31T23:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.8361501547,-87.6487879519,POINT (-87.6487879519 41.8361501547),000000000200000002C055EB496AA184564044F35AC0334B01C055E985BDE6DCC24044EB06F7E07DAD
132968da01554f9e8d031846e0ed6a98780fa784,2021-01-31T23:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),000000000200000002C055EA7712502DA34044EFDF688C41A8C055EE2386405CA34044F3357B11A536
b934b347d09f2940da2d87c4252027857787096b,2021-01-31T23:45:00.000,41.794090253,-87.592310855,POINT (-87.592310855 41.794090253),41.7788768603,-87.5949254391,POINT (-87.5949254391 41.7788768603),000000000200000002C055E5E86BC9D29C4044E5A4BFD95A8BC055E61342261F8C4044E3B23CA94CC2
fa56c3034946ae850258a68acfadc5d4691b32db,2021-01-31T23:45:00.000,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055EA756A1534AA4044FE4C927F92EBC055E9FBDFCBF1CA4044F8DC6AD2835B
bc36cf23a7e015c9b944444f032af6e9580a5ca5,2021-01-31T23:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055EB496AA184564044F35AC0334B01C055EA7712502DA34044EFDF688C41A8
d56d24f3c19c38ccce39cdf42f64f24a5a2f4009,2021-01-31T23:45:00.000,41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),000000000200000002C055E9F9EB0437A14044FB9FBA049E1FC055EA756A1534AA4044FE4C927F92EB
8d21c1c8d6b60098972c94c3eb9430c672e581ad,2021-01-31T23:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E8881E6E7AE94044F3262977142B
a97930f2c9d662296af798fdf2e7c26d02e0ecc8,2021-01-31T23:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E9F9EB0437A14044FB9FBA049E1F
e838d6e2dc6b15a25c11960b561686d6ddce51a9,2021-01-31T23:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.9386661962,-87.7112105933,POINT (-87.7112105933 41.9386661962),000000000200000002C055E8881E6E7AE94044F3262977142BC055ED84796FB2B44044F82636C34516
0ac2fea5492279111c6fc8ef3ae92a69d044285c,2021-01-31T23:45:00.000,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259),000000000200000002C055E87EEB20E8054044F0C46D43CE82C055E79B8A03E2534044F209BBA24366
f3a67789cdafc092a546212de3f5dd47f29ab2b9,2021-01-31T23:45:00.000,41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079),41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),000000000200000002C055ECBA22A3370A4044E89F74B5E49DC055EA2FC91A8B7E4044E78DE8F69805
0e327df093ba3145636ddf08155f52a2d334ba80,2021-01-31T23:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EA7712502DA34044EFDF688C41A8C055EB496AA184564044F35AC0334B01
5b434e773af287a9131f3914bb7af8ffeee6ea83,2021-01-31T23:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EB496AA184564044F35AC0334B01C055EB496AA184564044F35AC0334B01
ca23f0771ec24acbc0c8fa38b6bbc41e1cf4571e,2021-01-31T23:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EB496AA184564044F35AC0334B01C055EB496AA184564044F35AC0334B01
a2b50c6ff7061d4ac7f3ea148bb1115ce5ef1b79,2021-01-31T23:45:00.000,41.9477915865,-87.6838349425,POINT (-87.6838349425 41.9477915865),41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),000000000200000002C055EBC3F3A279924044F9513C15B882C055E991392C6FC04044F61A958BC4A4
15724e72dca1cb7ed740ed0be37d438f022e9aa5,2021-01-31T23:45:00.000,41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),000000000200000002C055EE2E06101B734044FBE9AF5BA2BEC055EE2E06101B734044FBE9AF5BA2BE
2bbd8a287d2998c40ac40e4802ecb190c0de5c4f,2021-01-31T23:45:00.000,41.8351179863,-87.6186777673,POINT (-87.6186777673 41.8351179863),41.8351179863,-87.6186777673,POINT (-87.6186777673 41.8351179863),000000000200000002C055E7986AA254364044EAE5256BBADDC055E7986AA254364044EAE5256BBADD
2447756b5128de78b7837786ce92bb623fd514da,2021-01-31T23:45:00.000,41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),000000000200000002C055F0DB879CA1494044FA1D93F752B9C055F0DB879CA1494044FA1D93F752B9
225b51081f9dae8f4555952fa1c04df1354181d7,2021-01-31T23:45:00.000,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),000000000200000002C055E991392C6FC04044F61A958BC4A4C055E8881E6E7AE94044F3262977142B
eb586b8d083ae07b5c2cd5377cde6f3d2999d802,2021-01-31T23:45:00.000,42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),000000000200000002C055EAE403874FE94045013B5292BC33C055EAE403874FE94045013B5292BC33
e2f3374294d2dc6b1efe368070366dee937d107d,2021-01-31T23:45:00.000,41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),000000000200000002C055F0DB879CA1494044FA1D93F752B9C055F0FDFA757E3C4044F6B07CAB5D78
e9d8821e5ca77145b2c09d9ab2fd965c2fa2b748,2021-01-31T23:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),000000000200000002C055E8881E6E7AE94044F3262977142BC055E80325E754BF4044F07EAADEA50C
1ae9c9189d10f5590920bcee4c29828d8014e579,2021-01-31T23:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E991392C6FC04044F61A958BC4A4
c167bf902680f3e9af572a6a660ac9b246f51206,2021-01-31T23:45:00.000,41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433),41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),000000000200000002C055EC00411351B44044FCD266C6BDD2C055EE2E06101B734044FBE9AF5BA2BE
a3802c490d4ff11680de4f4d67a5c45271249e26,2021-01-31T23:45:00.000,41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),000000000200000002C055E9F9EB0437A14044FB9FBA049E1FC055E8881E6E7AE94044F3262977142B
eeacefa8d8ad1b5a7b8b89c75eb525a8e485ee25,2021-01-31T23:45:00.000,42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),000000000200000002C055EAE403874FE94045013B5292BC33C055EAE403874FE94045013B5292BC33
22a41fd10d83b9cc01d37c535951cc1463b1a068,2021-01-31T23:45:00.000,41.7632467988,-87.6161341112,POINT (-87.6161341112 41.7632467988),41.7402057565,-87.6159695226,POINT (-87.6159695226 41.7402057565),000000000200000002C055E76EBDC463754044E1B21233CFB4C055E76C0B6EB9954044DEBF0FEE3D3E
d3f793d1b58e7df834189ae4b1148e9d4965b535,2021-01-31T23:45:00.000,41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055E9F9EB0437A14044FB9FBA049E1FC055E9FBDFCBF1CA4044F8DC6AD2835B
d06265e4f72d126874e9096f355b23c3299d5199,2021-01-31T23:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.8789144956,-87.7058971305,POINT (-87.7058971305 41.8789144956),000000000200000002C055EA7712502DA34044EFDF688C41A8C055ED2D6B28759E4044F080452B4A8A
3713ab06e6903caf751caacb6d955d882c998110,2021-01-31T23:45:00.000,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),000000000200000002C055EA756A1534AA4044FE4C927F92EBC055E9F9EB0437A14044FB9FBA049E1F
2a3afd72174a2cf000777cb484cd30ba4b4a1a90,2021-01-31T23:45:00.000,41.9386661962,-87.7112105933,POINT (-87.7112105933 41.9386661962),41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),000000000200000002C055ED84796FB2B44044F82636C34516C055F06311BE9B104044F1FF788BB8F9
69eea70e5617174e538094011fac60537baeb697,2021-01-31T23:45:00.000,41.9292973683,-87.7980321814,POINT (-87.7980321814 41.9292973683),41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),000000000200000002C055F312F59211304044F6F337568DBEC055F0FDFA757E3C4044F6B07CAB5D78
2dc7c449d6a040717b10a310fb4548fb8dfff478,2021-01-31T23:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055E8881E6E7AE94044F3262977142BC055EA7712502DA34044EFDF688C41A8
83754f5899bf0716c7f48683c479d5dae3919280,2021-01-31T23:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055E8881E6E7AE94044F3262977142BC055E9FBDFCBF1CA4044F8DC6AD2835B
a8f12a527e0c8bcfbbc1090d8adab3d8b2760679,2021-01-31T23:45:00.000,41.9477915865,-87.6838349425,POINT (-87.6838349425 41.9477915865),41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433),000000000200000002C055EBC3F3A279924044F9513C15B882C055EC00411351B44044FCD266C6BDD2
e7ddca30b179154fd5c6590bd39cdccd892ad9ee,2021-01-31T23:45:00.000,41.9850151008,-87.8045320063,POINT (-87.8045320063 41.9850151008),41.9850151008,-87.8045320063,POINT (-87.8045320063 41.9850151008),000000000200000002C055F37D73CFE9334044FE14F98E0046C055F37D73CFE9334044FE14F98E0046
e771bfe82569b69696967ec789139c03f67384d4,2021-01-31T23:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),000000000200000002C055E8881E6E7AE94044F3262977142BC055E8881E6E7AE94044F3262977142B
13537ed26941722b5c618f1edb0dfc252abe7f9e,2021-01-31T23:45:00.000,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055EA756A1534AA4044FE4C927F92EBC055E9FBDFCBF1CA4044F8DC6AD2835B
51ee511eca9c4b43a9db073cea72177a45adec3d,2021-01-31T23:45:00.000,41.7412427285,-87.551428197,POINT (-87.551428197 41.7412427285),41.7615779081,-87.5727819867,POINT (-87.5727819867 41.7615779081),000000000200000002C055E34A997E0D444044DEE10AAEA714C055E4A875C727524044E17B628852A3
0fbf74828f586d96f693c9c41577bf19d948cb12,2021-01-31T23:45:00.000,41.9535821253,-87.7234523905,POINT (-87.7234523905 41.9535821253),41.9535821253,-87.7234523905,POINT (-87.7234523905 41.9535821253),000000000200000002C055EE4D0B415A464044FA0EFAA51B5AC055EE4D0B415A464044FA0EFAA51B5A
bc6b2a9ae035009899cf17f40db70c878e2cc46a,2021-01-31T23:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E9FBDFCBF1CA4044F8DC6AD2835B
5aaeccebcc0bf003825ef16218164e70fc8035ee,2021-01-31T23:45:00.000,41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079),41.8361501547,-87.6487879519,POINT (-87.6487879519 41.8361501547),000000000200000002C055ECBA22A3370A4044E89F74B5E49DC055E985BDE6DCC24044EB06F7E07DAD
e4f63bc1a05b6e6505aa9dbb84527a3c4448d88f,2021-01-31T23:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),000000000200000002C055E8881E6E7AE94044F3262977142BC055EAE403874FE94045013B5292BC33
7b71796173e0c877414754616365afed66c7ab4b,2021-01-31T23:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E9F9EB0437A14044FB9FBA049E1F
500c71c3744bfbe768190bf5f071c536c87bcfc0,2021-01-31T23:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),000000000200000002C055EA7712502DA34044EFDF688C41A8C055EAB974A2B69B4044ECD5873E12D9
cea98265b4ad924b8736ffe8ec1fbbfbae6f677e,2021-01-31T23:45:00.000,41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433),000000000200000002C055EE2E06101B734044FBE9AF5BA2BEC055EC00411351B44044FCD266C6BDD2
9ee89b613d9d2cb97516ff76ec965f89daf59989,2021-01-31T23:45:00.000,41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433),000000000200000002C055F0DB879CA1494044FA1D93F752B9C055EC00411351B44044FCD266C6BDD2
09eaf9a0257ef2129b873a6007ad0ef8fefaca6c,2021-01-31T23:45:00.000,41.8090844303,-87.6324245245,POINT (-87.6324245245 41.8090844303),41.7615779081,-87.5727819867,POINT (-87.5727819867 41.7615779081),000000000200000002C055E879A4B67A9D4044E790141FEBAFC055E4A875C727524044E17B628852A3
62a8ec2a0dbd57d80244c68aea33a4df34f732d8,2021-01-31T23:45:00.000,41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027),000000000200000002C055EE2E06101B734044FBE9AF5BA2BEC055EC7B16153B07404500337ABACB06
d2f5c39e74e8a759108bde6462d3b97f39297ba7,2021-01-31T23:45:00.000,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),000000000200000002C055E991392C6FC04044F61A958BC4A4C055E8881E6E7AE94044F3262977142B
df57b285da9a8825e953ac70648e3b073d5ce551,2021-01-31T23:45:00.000,42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),000000000200000002C055EAE403874FE94045013B5292BC33C055EE2E06101B734044FBE9AF5BA2BE
ae624e131bea50cc12f2adcb31448b684a223b32,2021-01-31T23:45:00.000,41.949829346,-87.6439653703,POINT (-87.6439653703 41.949829346),41.9383912577,-87.6385749205,POINT (-87.6385749205 41.9383912577),000000000200000002C055E936BA874C7B4044F994020CECF0C055E8DE6957E5F94044F81D3469563F
4282af496c99adbc84bb3e08290c4e80fcdc7c38,2021-01-31T23:45:00.000,41.942577185,-87.6470785093,POINT (-87.6470785093 41.942577185),41.9414224785,-87.6759539319,POINT (-87.6759539319 41.9414224785),000000000200000002C055E969BBFAD8D44044F8A65E83C3EFC055EB42D447C73D4044F8808822703A
74a451da80acd2668a36d25f5bfd71f70a0a1246,2021-01-31T23:45:00.000,41.8789144956,-87.7058971305,POINT (-87.7058971305 41.8789144956),41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),000000000200000002C055ED2D6B28759E4044F080452B4A8AC055EAB974A2B69B4044ECD5873E12D9
c7d3c0d2ac31bb34ec9a15e09f5bca8133b5f566,2021-01-31T23:45:00.000,41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),41.8785943576,-87.7302324284,POINT (-87.7302324284 41.8785943576),000000000200000002C055F06311BE9B104044F1FF788BB8F9C055EEBC20CB9D3A4044F075C7A82BCB
9c21dc4119c954db2204e51dbd758fe62c8067e8,2021-01-31T23:45:00.000,41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),000000000200000002C055F06311BE9B104044F1FF788BB8F9C055F0FDFA757E3C4044F6B07CAB5D78
ede2db143e3d9c1f74b6445fecd435fee5a733f7,2021-01-31T23:45:00.000,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259),000000000200000002C055E87EEB20E8054044F0C46D43CE82C055E79B8A03E2534044F209BBA24366
943d42e970936af80870ec60881b88ceb54fceba,2021-01-31T23:45:00.000,41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),41.968069,-87.7215590627,POINT (-87.7215590627 41.968069),000000000200000002C055F0DB879CA1494044FA1D93F752B9C055EE2E06101B734044FBE9AF5BA2BE
08dd5540eb86a095186f6c5e7fd4d60a1294ba20,2021-01-31T23:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055EC7B16153B07404500337ABACB06
b47728d842e3f4a42f4116690902e793f534e10a,2021-01-31T23:45:00.000,41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079),000000000200000002C055EA2FC91A8B7E4044E78DE8F69805C055ECBA22A3370A4044E89F74B5E49D
fc15cfcda49a79355ca8349794bc07b4c6f77448,2021-01-31T23:45:00.000,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9477915865,-87.6838349425,POINT (-87.6838349425 41.9477915865),000000000200000002C055E991392C6FC04044F61A958BC4A4C055EBC3F3A279924044F9513C15B882
23751aeb50f4d7800b600b4e44cc7a4286626eb8,2021-01-31T23:45:00.000,41.8390869059,-87.714003807,POINT (-87.714003807 41.8390869059),41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),000000000200000002C055EDB23D0612354044EB673321ABD1C055F06311BE9B104044F1FF788BB8F9
ba86f78b5746f354e8985ae9fb5c65227036a9c7,2021-01-31T23:45:00.000,41.9477915865,-87.6838349425,POINT (-87.6838349425 41.9477915865),41.9535821253,-87.7234523905,POINT (-87.7234523905 41.9535821253),000000000200000002C055EBC3F3A279924044F9513C15B882C055EE4D0B415A464044FA0EFAA51B5A
1979f0e6a0c6b474420d15eb908c6e81372309ce,2021-01-31T23:45:00.000,41.8390869059,-87.714003807,POINT (-87.714003807 41.8390869059),41.8390869059,-87.714003807,POINT (-87.714003807 41.8390869059),000000000200000002C055EDB23D0612354044EB673321ABD1C055EDB23D0612354044EB673321ABD1
b0bbc01b597aeee79e833e007e5c0eace84564db,2021-01-31T23:45:00.000,41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055E9F9EB0437A14044FB9FBA049E1FC055E9FBDFCBF1CA4044F8DC6AD2835B
a7cc3485b77f2d4c3f7eee150fdccc3658a1d790,2021-01-31T23:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055E8881E6E7AE94044F3262977142BC055EA7712502DA34044EFDF688C41A8
bfa9dd50c70f812b84561b733ea64913302b0460,2021-01-31T23:45:00.000,41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),000000000200000002C055F06311BE9B104044F1FF788BB8F9C055F06311BE9B104044F1FF788BB8F9
7c10f2ca1508df01ec8aeb75a3edb7a23fb84578,2021-01-31T23:45:00.000,41.7296764229,-87.5727171342,POINT (-87.5727171342 41.7296764229),41.7412427285,-87.551428197,POINT (-87.551428197 41.7412427285),000000000200000002C055E4A765C44FDD4044DD66097A8246C055E34A997E0D444044DEE10AAEA714
bd44627a069a0b0063f37e29200de85f7fab97eb,2021-01-31T23:45:00.000,41.7697780588,-87.7269298425,POINT (-87.7269298425 41.7697780588),41.7697780588,-87.7269298425,POINT (-87.7269298425 41.7697780588),000000000200000002C055EE8604BF01884044E2881661DCB8C055EE8604BF01884044E2881661DCB8
eb563eb7c70bf7ffc457ecb5c56baa90ca99fc5b,2021-01-31T23:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.8571838585,-87.6203346241,POINT (-87.6203346241 41.8571838585),000000000200000002C055EA7712502DA34044EFDF688C41A8C055E7B38FFEC5804044EDB8335F7553
196a1ea1a94c9ad871170be2c114fddee90b2cc2,2021-01-31T23:45:00.000,41.8420761168,-87.6339734222,POINT (-87.6339734222 41.8420761168),41.8390869059,-87.714003807,POINT (-87.714003807 41.8390869059),000000000200000002C055E8930542B8764044EBC926733308C055EDB23D0612354044EB673321ABD1
bdae56de452b731a6a9487054080c65959238588,2021-01-31T23:45:00.000,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),000000000200000002C055E991392C6FC04044F61A958BC4A4C055E991392C6FC04044F61A958BC4A4
