"trip_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tip","additional_charges","trip_total","shared_trip_authorized","trips_pooled","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"82fbe2e8d85db1ca84766b4a4466be5c137576a7","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1306","7.1635",,,"15",,"17.5","0","3.1","20.6","false","1","41.9540276487","-87.7633990316","POINT (-87.7633990316 41.9540276487)",,,
"19d370448f789577af9d88bff2b40c402646cc77","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","761","8.5907",,,"25",,"12.5","0","3.91","16.41","false","1","41.8906088526","-87.7560467111","POINT (-87.7560467111 41.8906088526)",,,
"47d3dfe3b469f48508f51ce7f3b7fe94409c8bbb","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","294","1.054","17031440300","17031440102","44","44","5","0","4.6","9.6","false","1","41.7437209115","-87.6195429239","POINT (-87.6195429239 41.7437209115)","41.740997711","-87.6011081642","POINT (-87.6011081642 41.740997711)"
"9dee60c07ec5ea93f68402abb064b70eb93c812d","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","919","7.107",,,"6","32","12.5","3","3.1","18.6","false","1","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)","41.8788655841","-87.6251921424","POINT (-87.6251921424 41.8788655841)"
"265ea44c83d19c60dd77fca841103d0ab4778949","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1537","8.4202",,,,"54","15","0","5.68","20.68","false","1",,,,"41.6601360507","-87.60284764","POINT (-87.60284764 41.6601360507)"
"a803397667b0fb458fcf80bdc0b022b0e93b38fd","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","870","5.6335",,,"9","17","12.5","0","3.1","15.6","false","1","42.0076125931","-87.8137810343","POINT (-87.8137810343 42.0076125931)","41.9465114202","-87.8060200025","POINT (-87.8060200025 41.9465114202)"
"e9151e8155bbebe96efbf52ad8f6fd3d14728072","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","219","0.9566",,,"18","19","5","0","4.07","9.07","false","1","41.9292973683","-87.7980321814","POINT (-87.7980321814 41.9292973683)","41.9272609555","-87.7655016086","POINT (-87.7655016086 41.9272609555)"
"5d75ced141228c929f74c8e7bd2d178c02c0b5f2","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","797","5.499",,,,"71","12.5","0","4.86","17.36","false","1",,,,"41.7442051463","-87.6563059862","POINT (-87.6563059862 41.7442051463)"
"af4f07b3f85c4580e107d2d62fbbfbed75429a40","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1459","10.9478",,,"8","42","15","0","3.1","18.1","false","1","41.899602111","-87.6333080367","POINT (-87.6333080367 41.899602111)","41.7788768603","-87.5949254391","POINT (-87.5949254391 41.7788768603)"
"5fc73a68e4277b853d513fb3b90f0db3ca3bf3fc","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","82","0.2428",,,"2","2","2.5","0","3.1","5.6","false","1","42.001571027","-87.6950125892","POINT (-87.6950125892 42.001571027)","42.001571027","-87.6950125892","POINT (-87.6950125892 42.001571027)"
"52e90ff0a98df32a7efb84802b6e41736f106691","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","521","2.1541",,,"7","6","7.5","0","3.1","10.6","false","1","41.9226862843","-87.6494887289","POINT (-87.6494887289 41.9226862843)","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)"
"9648b415da781f4cc8246dd79ce2f09e7fa2df8f","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","617","3.0687",,,"24","6","7.5","0","3.14","10.64","false","1","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)"
"51049eb76c6f4459b509560c4d15047632a11a7a","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","696","5.7941",,,"32","6","12.5","0","3.1","15.6","false","1","41.8788655841","-87.6251921424","POINT (-87.6251921424 41.8788655841)","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)"
"1d393bac326a771d154cff699a9d0e0f509ff5b5","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1062","7.4618",,,"8","38","22.5","0","3.4","25.9","false","1","41.899602111","-87.6333080367","POINT (-87.6333080367 41.899602111)","41.8129489392","-87.6178596758","POINT (-87.6178596758 41.8129489392)"
"60c53e8ebe893d0f4d7c38e0629e18d0f8bd9709","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","338","1.6267","17031081000","17031320100","8","32","7.5","0","3.1","10.6","false","1","41.9002656868","-87.6321092196","POINT (-87.6321092196 41.9002656868)","41.8849871918","-87.6209929134","POINT (-87.6209929134 41.8849871918)"
"848e75fc63b742dedac2ace8628eb8573aff11a7","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","453","2.1751",,,"71","68","7.5","0","4.79","12.29","false","1","41.7442051463","-87.6563059862","POINT (-87.6563059862 41.7442051463)","41.7771962546","-87.6424975271","POINT (-87.6424975271 41.7771962546)"
"83de6c35f73c953f95371b3bd39d0ffc951fa6fc","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","404","2.0683",,,"59","58","5","0","3.1","8.1","false","1","41.8299223039","-87.6725026464","POINT (-87.6725026464 41.8299223039)","41.8173662079","-87.6988607973","POINT (-87.6988607973 41.8173662079)"
"ceab59d068f7e96bd7de35992defe7275c7bd380","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","473","3.4818",,,"69","61","7.5","0","4.87","12.370000000000001","false","1","41.7632467988","-87.6161341112","POINT (-87.6161341112 41.7632467988)","41.8090182499","-87.6591665992","POINT (-87.6591665992 41.8090182499)"
"d65d7c7320da1ac536fe08c4117a763c74cdd6fe","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1274","7.5236",,,"19","28","15","3","3.1","21.1","false","1","41.9272609555","-87.7655016086","POINT (-87.7655016086 41.9272609555)","41.874005383","-87.6635175498","POINT (-87.6635175498 41.874005383)"
"4cae11e15968ab774d4ae6dd537192f863b94c0b","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","781","5.1901","17031980100","17031820901","56",,"22.5","0","3.1","25.6","false","1","41.785998518","-87.7509342894","POINT (-87.7509342894 41.785998518)",,,
"0eeca9ed7ec54488a5266e8b4900241185a7eee4","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","351","2.3478",,,"11","12","7.5","3","4.21","14.71","false","1","41.9788295262","-87.771166703","POINT (-87.771166703 41.9788295262)","41.9939301285","-87.7583535876","POINT (-87.7583535876 41.9939301285)"
"d2a12c977fdacf77d3ecd7b5042a822ed37d40e7","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","797","6.9571","17031842300","17031843800","24","61","12.5","3","3.1","18.6","false","1","41.8983058696","-87.6536139825","POINT (-87.6536139825 41.8983058696)","41.8016543686","-87.6405079844","POINT (-87.6405079844 41.8016543686)"
"3d5db2101686912a6b987b15f344c0ee3c47b0bd","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","910","5.6731","17031071100","17031320600","7","32","12.5","0","3.1","15.6","false","1","41.9217781876","-87.6510618838","POINT (-87.6510618838 41.9217781876)","41.8706073724","-87.6221729369","POINT (-87.6221729369 41.8706073724)"
"f4e83c3558a2cb9c698f8955c6c1767abad3971e","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","473","5.6654",,,"69","73","10","0","3.22","13.22","false","1","41.7632467988","-87.6161341112","POINT (-87.6161341112 41.7632467988)","41.7174930361","-87.6488950721","POINT (-87.6488950721 41.7174930361)"
"d45819a77f0af439252c9f08272bd5707163fdd5","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1013","8.897",,,"6","33","15","0","3.93","18.93","false","1","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)","41.8571838585","-87.6203346241","POINT (-87.6203346241 41.8571838585)"
"ba2f44e43722c76842a1c06881c01aaa15141377","2021-02-28T21:45:00.000","2021-02-28T22:30:00.000","2624","18.4633",,,"77","17","27.5","0","3.1","30.6","false","1","41.9867117999","-87.6634164054","POINT (-87.6634164054 41.9867117999)","41.9465114202","-87.8060200025","POINT (-87.8060200025 41.9465114202)"
"ea254e00de4bfd0369719d73cbe4d901904fa31b","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","477","3.9765",,,"24","5","7.5","0","3.1","10.6","false","1","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)","41.9477915865","-87.6838349425","POINT (-87.6838349425 41.9477915865)"
"13dc441fdf02ba0242d099ea20d676f243e04977","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1057","8.3057",,,,"54","17.5","0","5.87","23.37","false","1",,,,"41.6601360507","-87.60284764","POINT (-87.60284764 41.6601360507)"
"cdac2ddfd2a88a362c31a41c6273ae633afd4710","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","294","1.4129",,,"24","24","5","1","3.1","9.1","false","1","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)"
"ac3e41871433f1e56bc24ff6509a1061ab69c688","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","997","8.3444",,,"24","15","12.5","0","3.1","15.6","false","1","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)","41.9540276487","-87.7633990316","POINT (-87.7633990316 41.9540276487)"
"aac64c5d2d3381b0a1d9978c3c26fdcbddee0dbf","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","596","3.0534",,,"66","62","10","0","5.46","15.46","false","1","41.7718485152","-87.695666342","POINT (-87.695666342 41.7718485152)","41.7929819032","-87.7242081939","POINT (-87.7242081939 41.7929819032)"
"cfe55004fc219553630bad7613c4fe55b461571d","2021-02-28T21:45:00.000","2021-02-28T22:30:00.000","3221","40.7363",,"17031330100",,"33","40","7","6.32","53.32","false","1",,,,"41.859349715","-87.6173580061","POINT (-87.6173580061 41.859349715)"
"4711151475fe7a5928d462c516539129a4c82701","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","294","0.6837","17031081600","17031081800","8","8","5","0","3.5","8.5","false","1","41.8920726347","-87.6288741572","POINT (-87.6288741572 41.8920726347)","41.8932163595","-87.6378442095","POINT (-87.6378442095 41.8932163595)"
"1d305729ddbb988a5a91f3d797a46dc140c6c0e2","2021-02-28T21:45:00.000","2021-02-28T22:30:00.000","2671","32.5927",,"17031071500",,"7","37.5","0","6","43.5","false","1",,,,"41.9146162864","-87.6317173661","POINT (-87.6317173661 41.9146162864)"
"0a5a23cd00d56275ccebe1474bf61dcc43919f2d","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","827","3.974",,,"4","6","10","0","3.1","13.1","false","1","41.9751709433","-87.6875155152","POINT (-87.6875155152 41.9751709433)","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)"
"9edc00501a68b1768fcd9c3070c3073b5e61a053","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","738","3.298",,,"7","24","7.5","0","3.37","10.870000000000001","false","1","41.9226862843","-87.6494887289","POINT (-87.6494887289 41.9226862843)","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)"
"92030af23f80520e0f46483d8bff049600272e42","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","336","0.8664",,,"22","24","5","0","3.1","8.1","false","1","41.9227606205","-87.6991553432","POINT (-87.6991553432 41.9227606205)","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)"
"8704fac0d5da3041440bf81f75446d286c0d2b59","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1763","8.2412",,,"1","24","15","0","3.1","18.1","false","1","42.0096228806","-87.6701668569","POINT (-87.6701668569 42.0096228806)","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)"
"35003aad640aab8e2fb4b508307ff1659bf75097","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1084","10.4256",,,,"54","17.5","0","5.81","23.31","false","1",,,,"41.6601360507","-87.60284764","POINT (-87.60284764 41.6601360507)"
"07377c7b71c30517562fd67e9d649fb00e866783","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","341","1.5664",,,"29","28","5","0","3.1","8.1","false","1","41.8601900192","-87.7172201","POINT (-87.7172201 41.8601900192)","41.874005383","-87.6635175498","POINT (-87.6635175498 41.874005383)"
"af23e19c6d1f5a98f84efb52e5af85fd90ff97a2","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","245","0.9868","17031071200","17031071500","7","7","5","0","3.1","8.1","false","1","41.9218549112","-87.6462109769","POINT (-87.6462109769 41.9218549112)","41.9146162864","-87.6317173661","POINT (-87.6317173661 41.9146162864)"
"e5014e4a4cff9590b130c14adc9d685969fc0268","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","237","0.9666","17031431301","17031431302","43","43","5","0","3.1","8.1","false","1","41.7535307093","-87.5601889949","POINT (-87.5601889949 41.7535307093)","41.7584079022","-87.5628473838","POINT (-87.5628473838 41.7584079022)"
"7666b6ef166cdbe3c77c18a69501201a120b6f7f","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1691","9.5264","17031838100","17031010201","28","1","20","0","3.1","23.1","false","1","41.8786674201","-87.6716536214","POINT (-87.6716536214 41.8786674201)","42.0160105638","-87.680162272","POINT (-87.680162272 42.0160105638)"
"4e6ed04b3387f89fd5f72847703e711fea1ba342","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1352","10.7008",,,"28","4","17.5","0","3.1","20.6","false","1","41.874005383","-87.6635175498","POINT (-87.6635175498 41.874005383)","41.9751709433","-87.6875155152","POINT (-87.6875155152 41.9751709433)"
"0785e1196a788d5238237d80028dbcba297bc444","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","283","1.2087",,,"23","23","2.5","0","3.1","5.6","false","1","41.9000696026","-87.7209182385","POINT (-87.7209182385 41.9000696026)","41.9000696026","-87.7209182385","POINT (-87.7209182385 41.9000696026)"
"53454b656a47ff7b5fc4a5e026ce4c1362190742","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1423","13.3151",,,"24","43","20","0","3.1","23.1","false","1","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)","41.7615779081","-87.5727819867","POINT (-87.5727819867 41.7615779081)"
"a2497f4fdcaf152545ca8bc4ea0ba456917e2510","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1256","15.972",,,"30","6","20","0","3.39","23.39","false","1","41.8390869059","-87.714003807","POINT (-87.714003807 41.8390869059)","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)"
"efde7564a81dbd2c1a2428f0711810e0a8e11868","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1464","13.1984",,,"76","2","50","0","8.14","58.14","false","1","41.9802643146","-87.913624596","POINT (-87.913624596 41.9802643146)","42.001571027","-87.6950125892","POINT (-87.6950125892 42.001571027)"
"ed7dc2e5ed6b1daadfe5825032b7acc3da84f728","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","344","1.9167",,,"24","24","7.5","0","3.1","10.6","false","1","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)"
"df00e25c3751318c14de3c45a402ca21669359f0","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","958","4.7589",,,"8","24","12.5","0","3.53","16.03","false","1","41.899602111","-87.6333080367","POINT (-87.6333080367 41.899602111)","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)"
"0ed2fa986737b5b5d9c4dfcfc46747e3c2f1b522","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","476","2.7428","17031281900","17031241500","28","24","7.5","0","3.1","10.6","false","1","41.8792550844","-87.642648998","POINT (-87.642648998 41.8792550844)","41.9083786693","-87.6709450752","POINT (-87.6709450752 41.9083786693)"
"a7e14285f96f720bb307fd740d6da83d62044550","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","286","1.2144",,,"6","6","5","0","3.1","8.1","false","1","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)"
"97c7399f59b37c707ac5ef9e0e9cc53a31e5ca50","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","581","2.9822",,,"34","59","7.5","0","3.1","10.6","false","1","41.8420761168","-87.6339734222","POINT (-87.6339734222 41.8420761168)","41.8299223039","-87.6725026464","POINT (-87.6725026464 41.8299223039)"
"b01c00cbf2b9d87bb870c713680e9e96b34eee90","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1533","16.0257",,,"25","43","20","0","4.22","24.22","false","1","41.8906088526","-87.7560467111","POINT (-87.7560467111 41.8906088526)","41.7615779081","-87.5727819867","POINT (-87.5727819867 41.7615779081)"
"7a173bee3e421029c87907bc6fb88d949855f48a","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","280","0.8526",,,"31","31","2.5","0","3.1","5.6","false","1","41.8502663663","-87.667569312","POINT (-87.667569312 41.8502663663)","41.8502663663","-87.667569312","POINT (-87.667569312 41.8502663663)"
"5ddc88744ade9820f82ce88d815b1dbbb951364f","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","386","2.0954","17031440300","17031690900","44","69","7.5","0","3.72","11.22","false","1","41.7437209115","-87.6195429239","POINT (-87.6195429239 41.7437209115)","41.7621423146","-87.6103458371","POINT (-87.6103458371 41.7621423146)"
"ca3219f0fb1a4d1be20d16abf61aff6749f911ce","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","376","1.6898",,,"77","77","10","0","3.4","13.4","false","1","41.9867117999","-87.6634164054","POINT (-87.6634164054 41.9867117999)","41.9867117999","-87.6634164054","POINT (-87.6634164054 41.9867117999)"
"e9ea5c5ba63203beea0a85a5ffc28b7864926bb6","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","395","1.7915",,,"57","62","5","0","3.1","8.1","false","1","41.8108790078","-87.7263633246","POINT (-87.7263633246 41.8108790078)","41.7929819032","-87.7242081939","POINT (-87.7242081939 41.7929819032)"
"11a9ec20ba28fa2ee83c241f779b7dc1ed8b1510","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","590","2.3731","17031051200","17031071300","5","7","7.5","0","3.1","10.6","false","1","41.9414224785","-87.6759539319","POINT (-87.6759539319 41.9414224785)","41.9217783562","-87.6414597588","POINT (-87.6414597588 41.9217783562)"
"3e48c2b097e75529cc9c844440474ea20975b8bd","2021-02-28T21:45:00.000","2021-02-28T22:30:00.000","2663","32.248",,,,"43","37.5","0","6.93","44.43","false","1",,,,"41.7615779081","-87.5727819867","POINT (-87.5727819867 41.7615779081)"
"7f355fec7252484ea768a95ec1dc09926d884a76","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","658","4.5247",,,"22","8","10","0","3.1","13.1","false","1","41.9227606205","-87.6991553432","POINT (-87.6991553432 41.9227606205)","41.899602111","-87.6333080367","POINT (-87.6333080367 41.899602111)"
"d5f12fd92bc1d51b6464e36d8137512ff13f3739","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","422","1.8509",,,"25","25","5","0","3.22","8.22","false","1","41.8906088526","-87.7560467111","POINT (-87.7560467111 41.8906088526)","41.8906088526","-87.7560467111","POINT (-87.7560467111 41.8906088526)"
"4848be424add9744065f3541d614990a2e1f40a2","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","507","1.9421",,,"33","35","7.5","0","3.1","10.6","false","1","41.8571838585","-87.6203346241","POINT (-87.6203346241 41.8571838585)","41.8351179863","-87.6186777673","POINT (-87.6186777673 41.8351179863)"
"dbe39116f96e1abac1e52635210e222aa7beb7bb","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1130","7.56",,,,"53","15","0","5.96","20.96","false","1",,,,"41.6738199043","-87.6357397768","POINT (-87.6357397768 41.6738199043)"
"500ef4378e45ecfdb797d30f69d30411ea71f4e8","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1475","11.1996",,,"77","28","15","0","3.1","18.1","false","1","41.9867117999","-87.6634164054","POINT (-87.6634164054 41.9867117999)","41.874005383","-87.6635175498","POINT (-87.6635175498 41.874005383)"
"2b2c1df8d43a6eae902bf7c80659370ac945abaa","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1643","15.2267",,,"4","61","20","0","3.51","23.509999999999998","false","1","41.9751709433","-87.6875155152","POINT (-87.6875155152 41.9751709433)","41.8090182499","-87.6591665992","POINT (-87.6591665992 41.8090182499)"
"263f46028d9273bb0e1153f50a279f5a35b777ed","2021-02-28T21:45:00.000","2021-02-28T22:15:00.000","1595","11.909",,,"6","25","20","0","3.1","23.1","false","1","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)","41.8906088526","-87.7560467111","POINT (-87.7560467111 41.8906088526)"
"ff49e4b2eabddedc3ccac861d37dbcbabcdb91df","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","280","0.9404",,,"24","23","5","0","3.1","8.1","false","1","41.9012069941","-87.6763559892","POINT (-87.6763559892 41.9012069941)","41.9000696026","-87.7209182385","POINT (-87.7209182385 41.9000696026)"
"db80f5b0a675a09a91efd41619bbb5fdc247f51f","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","521","2.7702",,,"58","31","7.5","0","3.1","10.6","false","1","41.8173662079","-87.6988607973","POINT (-87.6988607973 41.8173662079)","41.8502663663","-87.667569312","POINT (-87.667569312 41.8502663663)"
"b48c197c5c44c6083d37da1a62c4a2ae6fdc714d","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","857","6.4073",,,"8","22","12.5","0","3.1","15.6","false","1","41.899602111","-87.6333080367","POINT (-87.6333080367 41.899602111)","41.9227606205","-87.6991553432","POINT (-87.6991553432 41.9227606205)"
"6b0af26fb12a3fa2f303bdec5aef4a5a1fd52da1","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","369","1.5465",,,"6","5","5","0","3.12","8.120000000000001","false","1","41.9442266014","-87.6559981815","POINT (-87.6559981815 41.9442266014)","41.9477915865","-87.6838349425","POINT (-87.6838349425 41.9477915865)"
"57368bda26b37e081a6e1aeb8b852aef67320e61","2021-02-28T21:45:00.000","2021-02-28T21:45:00.000","293","1.216",,,"2","77","5","0","3.1","8.1","false","1","42.001571027","-87.6950125892","POINT (-87.6950125892 42.001571027)","41.9867117999","-87.6634164054","POINT (-87.6634164054 41.9867117999)"
"f3d72cb764c025f5cf379dbfe7abbacba7c8584f","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","1613","19.697",,,"43",,"27.5","0","4.5","32","false","1","41.7615779081","-87.5727819867","POINT (-87.5727819867 41.7615779081)",,,
"b9a66c683adec59621e2c8b4231db86ef8bf4d8d","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","586","7.1814",,,"38","28","12.5","0","3.1","15.6","false","1","41.8129489392","-87.6178596758","POINT (-87.6178596758 41.8129489392)","41.874005383","-87.6635175498","POINT (-87.6635175498 41.874005383)"
"601b6aa5f077d12369d335a849d4b025566b797d","2021-02-28T21:45:00.000","2021-02-28T22:00:00.000","278","0.7715","17031081700","17031081403","8","8","2.5","0","3.1","5.6","false","1","41.8920421365","-87.6318639497","POINT (-87.6318639497 41.8920421365)","41.8909220259","-87.6188683546","POINT (-87.6188683546 41.8909220259)"
