trip_id,trip_start_timestamp,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location,the_geom
e9151e8155bbebe96efbf52ad8f6fd3d14728072,2021-01-31T22:45:00.000,41.9292973683,-87.7980321814,POINT (-87.7980321814 41.9292973683),41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),000000000200000002C055F312F59211304044F6F337568DBEC055F0FDFA757E3C4044F6B07CAB5D78
af4f07b3f85c4580e107d2d62fbbfbed75429a40,2021-01-31T22:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.7788768603,-87.5949254391,POINT (-87.5949254391 41.7788768603),000000000200000002C055E8881E6E7AE94044F3262977142BC055E61342261F8C4044E3B23CA94CC2
5fc73a68e4277b853d513fb3b90f0db3ca3bf3fc,2021-01-31T22:45:00.000,42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027),42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027),000000000200000002C055EC7B16153B07404500337ABACB06C055EC7B16153B07404500337ABACB06
52e90ff0a98df32a7efb84802b6e41736f106691,2021-01-31T22:45:00.000,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055E991392C6FC04044F61A958BC4A4C055E9FBDFCBF1CA4044F8DC6AD2835B
9648b415da781f4cc8246dd79ce2f09e7fa2df8f,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055EB496AA184564044F35AC0334B01C055E9FBDFCBF1CA4044F8DC6AD2835B
51049eb76c6f4459b509560c4d15047632a11a7a,2021-01-31T22:45:00.000,41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055E80325E754BF4044F07EAADEA50CC055E9FBDFCBF1CA4044F8DC6AD2835B
1d393bac326a771d154cff699a9d0e0f509ff5b5,2021-01-31T22:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.8129489392,-87.6178596758,POINT (-87.6178596758 41.8129489392),000000000200000002C055E8881E6E7AE94044F3262977142BC055E78B034F45014044E80EB5F99748
60c53e8ebe893d0f4d7c38e0629e18d0f8bd9709,2021-01-31T22:45:00.000,41.9002656868,-87.6321092196,POINT (-87.6321092196 41.9002656868),41.8849871918,-87.6209929134,POINT (-87.6209929134 41.8849871918),000000000200000002C055E8747A3A6BA74044F33BE7F1422CC055E7BE590F86734044F14742A31477
848e75fc63b742dedac2ace8628eb8573aff11a7,2021-01-31T22:45:00.000,41.7442051463,-87.6563059862,POINT (-87.6563059862 41.7442051463),41.7771962546,-87.6424975271,POINT (-87.6424975271 41.7771962546),000000000200000002C055EA00EAD2B9794044DF421D3E6FCBC055E91EADF2A9F24044E37B2AB80A54
83de6c35f73c953f95371b3bd39d0ffc951fa6fc,2021-01-31T22:45:00.000,41.8299223039,-87.6725026464,POINT (-87.6725026464 41.8299223039),41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079),000000000200000002C055EB0A488A30BC4044EA3AE4E0BC59C055ECBA22A3370A4044E89F74B5E49D
ceab59d068f7e96bd7de35992defe7275c7bd380,2021-01-31T22:45:00.000,41.7632467988,-87.6161341112,POINT (-87.6161341112 41.7632467988),41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),000000000200000002C055E76EBDC463754044E1B21233CFB4C055EA2FC91A8B7E4044E78DE8F69805
d65d7c7320da1ac536fe08c4117a763c74cdd6fe,2021-01-31T22:45:00.000,41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055F0FDFA757E3C4044F6B07CAB5D78C055EA7712502DA34044EFDF688C41A8
0eeca9ed7ec54488a5266e8b4900241185a7eee4,2021-01-31T22:45:00.000,41.9788295262,-87.771166703,POINT (-87.771166703 41.9788295262),41.9939301285,-87.7583535876,POINT (-87.7583535876 41.9939301285),000000000200000002C055F15ACB96498C4044FD4A4931B1B0C055F088DD7C62F64044FF391A3A3552
d2a12c977fdacf77d3ecd7b5042a822ed37d40e7,2021-01-31T22:45:00.000,41.8983058696,-87.6536139825,POINT (-87.6536139825 41.8983058696),41.8016543686,-87.6405079844,POINT (-87.6405079844 41.8016543686),000000000200000002C055E9D4CFBDC2EF4044F2FBAFCDDE51C055E8FE153374CB4044E69C9C3FEA90
3d5db2101686912a6b987b15f344c0ee3c47b0bd,2021-01-31T22:45:00.000,41.9217781876,-87.6510618838,POINT (-87.6510618838 41.9217781876),41.8706073724,-87.6221729369,POINT (-87.6221729369 41.8706073724),000000000200000002C055E9AAFF76A5F64044F5FCD3E0F43EC055E7D1AE701C464044EF700FF80EA8
f4e83c3558a2cb9c698f8955c6c1767abad3971e,2021-01-31T22:45:00.000,41.7632467988,-87.6161341112,POINT (-87.6161341112 41.7632467988),41.7174930361,-87.6488950721,POINT (-87.6488950721 41.7174930361),000000000200000002C055E76EBDC463754044E1B21233CFB4C055E9877F324D204044DBD6CFD29421
d45819a77f0af439252c9f08272bd5707163fdd5,2021-01-31T22:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.8571838585,-87.6203346241,POINT (-87.6203346241 41.8571838585),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E7B38FFEC5804044EDB8335F7553
ba2f44e43722c76842a1c06881c01aaa15141377,2021-01-31T22:45:00.000,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),41.9465114202,-87.8060200025,POINT (-87.8060200025 41.9465114202),000000000200000002C055EA756A1534AA4044FE4C927F92EBC055F395D4EBAA334044F92749458656
ea254e00de4bfd0369719d73cbe4d901904fa31b,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9477915865,-87.6838349425,POINT (-87.6838349425 41.9477915865),000000000200000002C055EB496AA184564044F35AC0334B01C055EBC3F3A279924044F9513C15B882
cdac2ddfd2a88a362c31a41c6273ae633afd4710,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EB496AA184564044F35AC0334B01C055EB496AA184564044F35AC0334B01
ac3e41871433f1e56bc24ff6509a1061ab69c688,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),000000000200000002C055EB496AA184564044F35AC0334B01C055F0DB879CA1494044FA1D93F752B9
aac64c5d2d3381b0a1d9978c3c26fdcbddee0dbf,2021-01-31T22:45:00.000,41.7718485152,-87.695666342,POINT (-87.695666342 41.7718485152),41.7929819032,-87.7242081939,POINT (-87.7242081939 41.7929819032),000000000200000002C055EC85CC1EF4594044E2CBEEA12005C055EE596D5312ED4044E5806E56482C
4711151475fe7a5928d462c516539129a4c82701,2021-01-31T22:45:00.000,41.8920726347,-87.6288741572,POINT (-87.6288741572 41.8920726347),41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595),000000000200000002C055E83F79649E4F4044F22F6FA3D8B6C055E8D27084EFB64044F254E9E62700
0a5a23cd00d56275ccebe1474bf61dcc43919f2d,2021-01-31T22:45:00.000,41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055EC00411351B44044FCD266C6BDD2C055E9FBDFCBF1CA4044F8DC6AD2835B
9edc00501a68b1768fcd9c3070c3073b5e61a053,2021-01-31T22:45:00.000,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055E991392C6FC04044F61A958BC4A4C055EB496AA184564044F35AC0334B01
92030af23f80520e0f46483d8bff049600272e42,2021-01-31T22:45:00.000,41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055ECBEF60D77884044F61D051F8AC6C055EB496AA184564044F35AC0334B01
8704fac0d5da3041440bf81f75446d286c0d2b59,2021-01-31T22:45:00.000,42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EAE403874FE94045013B5292BC33C055EB496AA184564044F35AC0334B01
07377c7b71c30517562fd67e9d649fb00e866783,2021-01-31T22:45:00.000,41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055EDE6EF22622B4044EE1AB4E067A1C055EA7712502DA34044EFDF688C41A8
af23e19c6d1f5a98f84efb52e5af85fd90ff97a2,2021-01-31T22:45:00.000,41.9218549112,-87.6462109769,POINT (-87.6462109769 41.9218549112),41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864),000000000200000002C055E95B854906824044F5FF577BA168C055E86E0EACEDBF4044F512257F3D0D
e5014e4a4cff9590b130c14adc9d685969fc0268,2021-01-31T22:45:00.000,41.7535307093,-87.5601889949,POINT (-87.5601889949 41.7535307093),41.7584079022,-87.5628473838,POINT (-87.5628473838 41.7584079022),000000000200000002C055E3DA22F12B2D4044E073B1BC7CD3C055E405B10883DA4044E11382987D0D
7666b6ef166cdbe3c77c18a69501201a120b6f7f,2021-01-31T22:45:00.000,41.8786674201,-87.6716536214,POINT (-87.6716536214 41.8786674201),42.0160105638,-87.680162272,POINT (-87.680162272 42.0160105638),000000000200000002C055EAFC5F7889CA4044F0782C8CB1F2C055EB87C7568DA34045020CA257F4AD
4e6ed04b3387f89fd5f72847703e711fea1ba342,2021-01-31T22:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433),000000000200000002C055EA7712502DA34044EFDF688C41A8C055EC00411351B44044FCD266C6BDD2
0785e1196a788d5238237d80028dbcba297bc444,2021-01-31T22:45:00.000,41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),000000000200000002C055EE2386405CA34044F3357B11A536C055EE2386405CA34044F3357B11A536
53454b656a47ff7b5fc4a5e026ce4c1362190742,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.7615779081,-87.5727819867,POINT (-87.5727819867 41.7615779081),000000000200000002C055EB496AA184564044F35AC0334B01C055E4A875C727524044E17B628852A3
a2497f4fdcaf152545ca8bc4ea0ba456917e2510,2021-01-31T22:45:00.000,41.8390869059,-87.714003807,POINT (-87.714003807 41.8390869059),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055EDB23D0612354044EB673321ABD1C055E9FBDFCBF1CA4044F8DC6AD2835B
efde7564a81dbd2c1a2428f0711810e0a8e11868,2021-01-31T22:45:00.000,41.9802643146,-87.913624596,POINT (-87.913624596 41.9802643146),42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027),000000000200000002C055FA78D34C290A4044FD794D125249C055EC7B16153B07404500337ABACB06
ed7dc2e5ed6b1daadfe5825032b7acc3da84f728,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EB496AA184564044F35AC0334B01C055EB496AA184564044F35AC0334B01
df00e25c3751318c14de3c45a402ca21669359f0,2021-01-31T22:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055E8881E6E7AE94044F3262977142BC055EB496AA184564044F35AC0334B01
0ed2fa986737b5b5d9c4dfcfc46747e3c2f1b522,2021-01-31T22:45:00.000,41.8792550844,-87.642648998,POINT (-87.642648998 41.8792550844),41.9083786693,-87.6709450752,POINT (-87.6709450752 41.9083786693),000000000200000002C055E92129434DE64044F08B6E3C2B7CC055EAF0C39CD95C4044F445C0928385
a7e14285f96f720bb307fd740d6da83d62044550,2021-01-31T22:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055E9FBDFCBF1CA4044F8DC6AD2835B
97c7399f59b37c707ac5ef9e0e9cc53a31e5ca50,2021-01-31T22:45:00.000,41.8420761168,-87.6339734222,POINT (-87.6339734222 41.8420761168),41.8299223039,-87.6725026464,POINT (-87.6725026464 41.8299223039),000000000200000002C055E8930542B8764044EBC926733308C055EB0A488A30BC4044EA3AE4E0BC59
b01c00cbf2b9d87bb870c713680e9e96b34eee90,2021-01-31T22:45:00.000,41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),41.7615779081,-87.5727819867,POINT (-87.5727819867 41.7615779081),000000000200000002C055F06311BE9B104044F1FF788BB8F9C055E4A875C727524044E17B628852A3
7a173bee3e421029c87907bc6fb88d949855f48a,2021-01-31T22:45:00.000,41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),000000000200000002C055EAB974A2B69B4044ECD5873E12D9C055EAB974A2B69B4044ECD5873E12D9
5ddc88744ade9820f82ce88d815b1dbbb951364f,2021-01-31T22:45:00.000,41.7437209115,-87.6195429239,POINT (-87.6195429239 41.7437209115),41.7621423146,-87.6103458371,POINT (-87.6103458371 41.7621423146),000000000200000002C055E7A6975D27994044DF323F301F35C055E70FE7FC66084044E18DE11E0D68
ca3219f0fb1a4d1be20d16abf61aff6749f911ce,2021-01-31T22:45:00.000,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),000000000200000002C055EA756A1534AA4044FE4C927F92EBC055EA756A1534AA4044FE4C927F92EB
e9ea5c5ba63203beea0a85a5ffc28b7864926bb6,2021-01-31T22:45:00.000,41.8108790078,-87.7263633246,POINT (-87.7263633246 41.8108790078),41.7929819032,-87.7242081939,POINT (-87.7242081939 41.7929819032),000000000200000002C055EE7CBC990AEF4044E7CAE221C1C8C055EE596D5312ED4044E5806E56482C
11a9ec20ba28fa2ee83c241f779b7dc1ed8b1510,2021-01-31T22:45:00.000,41.9414224785,-87.6759539319,POINT (-87.6759539319 41.9414224785),41.9217783562,-87.6414597588,POINT (-87.6414597588 41.9217783562),000000000200000002C055EB42D447C73D4044F8808822703AC055E90DAD3B6FBF4044F5FCD54B0513
7f355fec7252484ea768a95ec1dc09926d884a76,2021-01-31T22:45:00.000,41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),000000000200000002C055ECBEF60D77884044F61D051F8AC6C055E8881E6E7AE94044F3262977142B
d5f12fd92bc1d51b6464e36d8137512ff13f3739,2021-01-31T22:45:00.000,41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),000000000200000002C055F06311BE9B104044F1FF788BB8F9C055F06311BE9B104044F1FF788BB8F9
4848be424add9744065f3541d614990a2e1f40a2,2021-01-31T22:45:00.000,41.8571838585,-87.6203346241,POINT (-87.6203346241 41.8571838585),41.8351179863,-87.6186777673,POINT (-87.6186777673 41.8351179863),000000000200000002C055E7B38FFEC5804044EDB8335F7553C055E7986AA254364044EAE5256BBADD
500ef4378e45ecfdb797d30f69d30411ea71f4e8,2021-01-31T22:45:00.000,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055EA756A1534AA4044FE4C927F92EBC055EA7712502DA34044EFDF688C41A8
2b2c1df8d43a6eae902bf7c80659370ac945abaa,2021-01-31T22:45:00.000,41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433),41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),000000000200000002C055EC00411351B44044FCD266C6BDD2C055EA2FC91A8B7E4044E78DE8F69805
263f46028d9273bb0e1153f50a279f5a35b777ed,2021-01-31T22:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055F06311BE9B104044F1FF788BB8F9
ff49e4b2eabddedc3ccac861d37dbcbabcdb91df,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),000000000200000002C055EB496AA184564044F35AC0334B01C055EE2386405CA34044F3357B11A536
db80f5b0a675a09a91efd41619bbb5fdc247f51f,2021-01-31T22:45:00.000,41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079),41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),000000000200000002C055ECBA22A3370A4044E89F74B5E49DC055EAB974A2B69B4044ECD5873E12D9
b48c197c5c44c6083d37da1a62c4a2ae6fdc714d,2021-01-31T22:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),000000000200000002C055E8881E6E7AE94044F3262977142BC055ECBEF60D77884044F61D051F8AC6
6b0af26fb12a3fa2f303bdec5aef4a5a1fd52da1,2021-01-31T22:45:00.000,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9477915865,-87.6838349425,POINT (-87.6838349425 41.9477915865),000000000200000002C055E9FBDFCBF1CA4044F8DC6AD2835BC055EBC3F3A279924044F9513C15B882
57368bda26b37e081a6e1aeb8b852aef67320e61,2021-01-31T22:45:00.000,42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027),41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),000000000200000002C055EC7B16153B07404500337ABACB06C055EA756A1534AA4044FE4C927F92EB
b9a66c683adec59621e2c8b4231db86ef8bf4d8d,2021-01-31T22:45:00.000,41.8129489392,-87.6178596758,POINT (-87.6178596758 41.8129489392),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055E78B034F45014044E80EB5F99748C055EA7712502DA34044EFDF688C41A8
601b6aa5f077d12369d335a849d4b025566b797d,2021-01-31T22:45:00.000,41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365),41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259),000000000200000002C055E870757DDEE84044F22E6FCD75F3C055E79B8A03E2534044F209BBA24366
daf57a35cc93a4a5d1d2df68ed26b10579390f54,2021-01-31T22:45:00.000,41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259),41.8950334495,-87.6197106717,POINT (-87.6197106717 41.8950334495),000000000200000002C055E79B8A03E2534044F209BBA24366C055E7A956F2FBC24044F29074C136DB
e6d94e99d31ff18004fd44563b7281c4f124af83,2021-01-31T22:45:00.000,41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),000000000200000002C055EA2FC91A8B7E4044E78DE8F69805C055EA2FC91A8B7E4044E78DE8F69805
933f19c3238ec2aae84673f41988c5286dfe26bc,2021-01-31T22:45:00.000,41.9346591566,-87.6467297286,POINT (-87.6467297286 41.9346591566),41.9217783562,-87.6414597588,POINT (-87.6414597588 41.9217783562),000000000200000002C055E96405166C074044F7A2E9474081C055E90DAD3B6FBF4044F5FCD54B0513
a44ab73395bece764607088fcd14a719641b9bea,2021-01-31T22:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EA7712502DA34044EFDF688C41A8C055EB496AA184564044F35AC0334B01
b0d1af3bad19e679c1d286b633e042f7b2dcb893,2021-01-31T22:45:00.000,41.794090253,-87.592310855,POINT (-87.592310855 41.794090253),41.794090253,-87.592310855,POINT (-87.592310855 41.794090253),000000000200000002C055E5E86BC9D29C4044E5A4BFD95A8BC055E5E86BC9D29C4044E5A4BFD95A8B
55e2c5db0f211124410a4530fe97de884d16bc94,2021-01-31T22:45:00.000,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),000000000200000002C055EA7712502DA34044EFDF688C41A8C055EA7712502DA34044EFDF688C41A8
86c4de8426f21e447d4846e1675e6aefb1726660,2021-01-31T22:45:00.000,41.7442051463,-87.6563059862,POINT (-87.6563059862 41.7442051463),41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),000000000200000002C055EA00EAD2B9794044DF421D3E6FCBC055E80325E754BF4044F07EAADEA50C
43bf4d9998da35375d666d8a2c642b45601b1703,2021-01-31T22:45:00.000,41.8853000224,-87.6428084655,POINT (-87.6428084655 41.8853000224),41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259),000000000200000002C055E923C61E3A864044F15182D9AD94C055E79B8A03E2534044F209BBA24366
32412c89588ebe4c592f4b03a729853e9a9ee563,2021-01-31T22:45:00.000,41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055EB496AA184564044F35AC0334B01C055EB496AA184564044F35AC0334B01
c3ddf346c97da596909439b9ccda9b6846a2f688,2021-01-31T22:45:00.000,41.9426918444,-87.6517705068,POINT (-87.6517705068 41.9426918444),41.9581548757,-87.6530217894,POINT (-87.6530217894 41.9581548757),000000000200000002C055E9B69BA4CD044044F8AA2058F3B4C055E9CB1BE743194044FAA4D1A7D135
f41de5ce8dec867c50476a3445b316f597ecabc2,2021-01-31T22:45:00.000,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),000000000200000002C055E8881E6E7AE94044F3262977142BC055E80325E754BF4044F07EAADEA50C
bf4b2d23be2cb2b57fcba78d8785464512d8e41d,2021-01-31T22:45:00.000,41.8785943576,-87.7302324284,POINT (-87.7302324284 41.8785943576),41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),000000000200000002C055EEBC20CB9D3A4044F075C7A82BCBC055EE2386405CA34044F3357B11A536
68d0b3421b023a7a66462928e3d8acf992d089e5,2021-01-31T22:45:00.000,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),000000000200000002C055E991392C6FC04044F61A958BC4A4C055EE2386405CA34044F3357B11A536
8f467300e49c57e7352f538ccb93412d35109d5d,2021-01-31T22:45:00.000,41.9672886138,-87.6524349997,POINT (-87.6524349997 41.9672886138),41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259),000000000200000002C055E9C17EBA9E8C4044FBD01D010837C055E79B8A03E2534044F209BBA24366
b0b0929827eb3966dc79f2d72974edf21cd0fbeb,2021-01-31T22:45:00.000,41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),41.8090182499,-87.6591665992,POINT (-87.6591665992 41.8090182499),000000000200000002C055EAB974A2B69B4044ECD5873E12D9C055EA2FC91A8B7E4044E78DE8F69805
d0b04fe6577c411748c4b224e95d2b82098df906,2021-01-31T22:45:00.000,41.9094956686,-87.630963601,POINT (-87.630963601 41.9094956686),41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809),000000000200000002C055E861B527D0BB4044F46A5AA43ECEC055E813E7AFD05D4044F23DB1E9320D
a2750d0f825bde5d3b8629ee763599bd3042957b,2021-01-31T22:45:00.000,41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941),000000000200000002C055F0FDFA757E3C4044F6B07CAB5D78C055EB496AA184564044F35AC0334B01
